property_type,n_rooms,dist_centre_km,outdoor_space,near_underground,intercept,beta_prop,beta_room,beta_dist,beta_outdoor,beta_under,premium,monthly_rent_gbp,listing_type
Flat,4,9.058678048676217,Nothing,0,7.553931378117534,0.0,0.13295192670569195,-0.03619132655104556,0.0,0.0,0.0,2205.680137243139,Owner
Flat,4,9.092160869427936,Garden,0,7.505504077093848,0.0,0.14496015275153348,-0.07602958621057879,0.14375531274917322,0.0,0.0,1977.7053531390502,Owner
Flat,1,0.6806525643801666,Balcony,1,7.475768150076027,0.0,0.1259594536117625,-0.06109533761014213,0.057983932561668707,0.07992043695376944,0.0,2052.6962376190663,Owner
Flat,2,4.479868641940323,Terrace,1,7.511744854576262,0.0,0.13815595346152093,-0.0671791418106952,0.11149502030278026,0.09174415732207665,0.0,2280.042196858398,Owner
Flat,4,3.8024057513129224,Nothing,0,7.4803632704190575,0.0,0.2028301752383484,-0.02487594651503934,0.0,0.0,0.0,3668.800393823546,Owner
Flat,5,0.451291588481457,Nothing,0,7.45122900508191,0.0,0.16218779130895755,-0.049025147344416306,0.0,0.0,0.0,3361.4490590291643,Owner
Flat,7,0.8234734840065752,Terrace,0,7.502722349679153,0.0,0.2002140665382439,-0.05579971135869506,0.12141557302881872,0.0,0.0,7853.897816891356,Owner
Flat,6,8.496008820707763,Garden,0,7.483848236559877,0.0,0.1490026518326626,-0.05222522063286214,0.10254496964712657,0.0,0.0,3096.09692542138,Owner
Flat,4,31.692360664376924,Nothing,0,7.500401622116477,0.0,0.12053662826804457,-0.037557992743354154,0.0,0.0,0.0,890.0567256072999,Owner
Flat,2,2.6768718640268747,Nothing,0,7.535197205638888,0.0,0.13257564554870324,-0.05134474162753283,0.0,0.0,0.0,1928.873142805131,Owner
Flat,3,0.2475568680747034,Garden,0,7.501057950383103,0.0,0.15335260461539368,-0.04586615802323027,0.16417437564746712,0.0,0.0,3618.6784308514934,Owner
Flat,2,3.9796991004705644,Nothing,0,7.482003793632867,0.0,0.13100347661294753,-0.04210842845155453,0.0,0.0,0.0,1999.158476681383,Owner
Flat,4,4.042367646934297,Nothing,0,7.531768994982545,0.0,0.18663297083689506,-0.07750295131397036,0.0,0.0,0.0,2919.5154044327337,Owner
Flat,1,2.6590651096499514,Garden,0,7.456476767106659,0.0,0.14398999819672875,-0.0641521079820032,0.1283381124769312,0.0,0.0,1866.7079777392607,Owner
Flat,2,0.1651100391542756,Nothing,0,7.475655691001806,0.0,0.19886242817525823,-0.047476889843118736,0.0,0.0,0.0,2667.8260919155705,Owner
Flat,2,2.204759391873016,Nothing,0,7.527089385853709,0.0,0.16072481337325362,-0.07363878138024617,0.0,0.0,0.0,2219.1648779379316,Owner
Flat,6,13.601396747064886,Nothing,0,7.529544548134739,0.0,0.10132169494761702,-0.03431561392342858,0.0,0.0,0.0,2121.884725792991,Owner
Flat,3,1.5594387055887007,Balcony,0,7.493475590045098,0.0,0.1829834806150413,-0.011063155913728959,0.05032561951867696,0.0,0.0,3451.588486359504,Owner
Flat,5,1.1700905277737141,Nothing,1,7.484322624660032,0.0,0.15675588231291737,-0.055840172538686735,0.0,0.13093292527322462,0.0,4067.538873536381,Owner
Flat,1,13.99711624362057,Nothing,0,7.505018620821805,0.0,0.16825325009243303,-0.047873284985088894,0.0,0.0,0.0,935.879380816315,Owner
Flat,3,3.205257867146229,Nothing,0,7.504671443766952,0.0,0.18365163966133757,-0.05791908636992271,0.0,0.0,0.0,2417.683312082155,Owner
Flat,3,8.227196193618715,Garden,0,7.5015111002246275,0.0,0.1433173339290757,-0.043174039707265334,0.13598998810237586,0.0,0.0,2114.3444760051807,Owner
Flat,2,2.2032512596385327,Nothing,0,7.488642641757586,0.0,0.14680263980208505,-0.036299705368765256,0.0,0.0,0.0,2262.2435751856865,Owner
Flat,2,8.58393804461244,Nothing,1,7.472151052427345,0.0,0.15506234397861884,-0.03856360580972105,0.0,0.1015443649032137,0.0,2184.3669263108345,Owner
Flat,5,5.727986937913386,Terrace,0,7.48367501844507,0.0,0.020127004179820218,-0.03914742923997806,0.1157843329905448,0.0,0.0,1711.1720521355821,Owner
Flat,3,0.754697720397774,Terrace,0,7.489772472185582,0.0,0.1666571673072874,-0.05693844187421554,0.10799648273425244,0.0,0.0,3196.988055599985,Owner
House,3,5.767386014292879,Garden,0,7.489803842839246,0.15731762044929448,0.1934013338717458,-0.03246070850670718,0.14188594623715667,0.0,0.0,3287.022464803675,Owner
Flat,5,0.7253491252715809,Nothing,0,7.484530782321383,0.0,0.28026101545056514,-0.03594904005412262,0.0,0.0,0.0,6943.0844427863885,Owner
Flat,6,9.970313594338139,Garden,0,7.495029673905825,0.0,0.16884374751328826,-0.028451128476820152,0.14389769966696428,0.0,0.0,4757.090795066928,Owner
Flat,9,10.328629637691552,Terrace,0,7.461986159774013,0.0,0.16813527179227747,-0.029613084780912284,0.14842873223185438,0.0,0.0,7285.882536188044,Owner
Flat,3,7.806853660879913,Terrace,0,7.5159964038046665,0.0,0.15606799908983204,-0.06510392081430984,0.09322808920783297,0.0,0.0,1761.2370012220729,Owner
Flat,3,1.2020146002874699,Terrace,0,7.525519477812641,0.0,0.19794588075052105,-0.054872464599478595,0.09965428296129432,0.0,0.0,3590.4845128418187,Owner
Flat,2,8.570176057852168,Balcony,1,7.4859801152207615,0.0,0.1408061872077491,-0.045685709438376985,0.02246907804089227,0.10347151069928938,0.0,2046.6232325247875,Owner
Flat,2,10.796766209962694,Nothing,1,7.4705769850834916,0.0,0.12767698171899236,-0.023573777123234375,0.0,0.11861456743663745,0.0,1926.0611978635397,Owner
House,2,11.237299623084185,Balcony,0,7.505223713191103,0.1994512415629762,0.20126752098136097,-0.057783577898425253,0.049627782176140854,0.0,0.0,1808.3072448824514,Owner
House,4,3.411732576571817,Nothing,0,7.50917017092658,0.223339528474369,0.13813118325237678,-0.01116212050887607,0.0,0.0,0.0,4284.848694704244,Owner
Flat,5,0.865862839927197,Nothing,0,7.495809665072595,0.0,0.13737489984112528,-0.03608585728151205,0.0,0.0,0.0,3522.3193033032094,Owner
Flat,1,2.744365694891617,Nothing,0,7.518640080919211,0.0,0.16009285055668213,-0.03462477818119706,0.0,0.0,0.0,1930.641366963165,Owner
Flat,6,3.9341568160098705,Garden,0,7.4882605353884175,0.0,0.1312825395621292,-0.009765275201987604,0.15025792608715263,0.0,0.0,4259.18725131234,Owner
House,4,6.1813658747215,Nothing,1,7.477337730030564,0.20088794954143965,0.14053193557576105,-0.047439614997645554,0.0,0.12514825742879732,0.0,3117.7206064929437,Owner
Flat,6,4.079523816758803,Nothing,1,7.529695376841137,0.0,0.16488950857203696,-0.04833545955667258,0.0,0.10124047227361185,0.0,4426.5940352844655,Owner
Flat,3,0.9781273442430563,Nothing,0,7.489786743725826,0.0,0.1577830221391726,-0.03772974130785262,0.0,0.0,0.0,2755.060275562957,Owner
Flat,6,1.7069037916495389,Nothing,1,7.49103562210026,0.0,0.1416852886219252,-0.046367470973562704,0.0,0.11830279494201579,0.0,4183.841957480262,Owner
House,4,2.169346357919746,Nothing,0,7.4534017335797,0.2074464475640864,0.13456089306904198,-0.05631048894066584,0.0,0.0,0.0,3382.7323119626953,Owner
Flat,4,2.4289264674552182,Terrace,0,7.492131215305371,0.0,0.22474417445182904,-0.05128762889436453,0.0774796543698878,0.0,0.0,4512.740158047421,Owner
Flat,3,2.4982210657961783,Nothing,0,7.487224726025372,0.0,0.16829954857159393,-0.07896106627086526,0.0,0.0,0.0,2315.3544232185823,Owner
Flat,5,0.12734511076416197,Nothing,0,7.499227851967692,0.0,0.15069073658422683,-0.0014353230574689,0.0,0.0,0.0,3811.9840077442736,Owner
House,8,1.543406797833431,Garden,1,7.5134240586007,0.1948765812484628,0.14787493149262132,-0.06108229779626802,0.14244774969897536,0.10270805018107657,0.0,8709.351133655502,Owner
Flat,5,0.6696206127742911,Garden,0,7.503523630934802,0.0,0.15622267838281045,-0.0714980393533242,0.11765365535467473,0.0,0.0,4220.541361990727,Owner
Flat,7,2.4134103976644323,Terrace,1,7.476514094822575,0.0,0.16474512897762608,-0.0538581212573368,0.1319127272520458,0.07848029956466303,0.0,5684.637152583713,Owner
Flat,3,16.95399850940658,Garden,0,7.520809782252581,0.0,0.15730473032215414,-0.0491049367946613,0.1606395581952065,0.0,0.0,1586.197321217664,Owner
Flat,4,2.4272451662870203,Nothing,0,7.5071945804591955,0.0,0.13070373921605222,-0.06525516892585041,0.0,0.0,0.0,2852.246633378324,Owner
Flat,2,0.8854765445862505,Nothing,0,7.510862322491181,0.0,0.14775904391788708,-0.06257166922228635,0.0,0.0,0.0,2070.3328827751375,Owner
Flat,3,1.1673860960494058,Terrace,0,7.4983061982847365,0.0,0.15464332687785098,-0.08220289245886592,0.1309758065896094,0.0,0.0,2816.7522994163137,Owner
House,4,12.546924977153754,Nothing,0,7.501532022098477,0.19321679864824656,0.16486092402384522,-0.0455277376305874,0.0,0.0,0.0,2439.819247760145,Owner
House,3,1.2145601122741105,Terrace,0,7.4718969937918835,0.19602289426277617,0.14375884013038898,-0.020110142555775687,0.11633793464817584,0.0,0.0,3269.1318783740126,Owner
Flat,6,1.1924562050770757,Nothing,0,7.468875313775539,0.0,0.17103863469117186,-0.027780862645952885,0.0,0.0,0.0,4726.203819250414,Owner
Flat,2,8.711169542355009,Garden,1,7.486152458759312,0.0,0.1416407122973709,-0.03067348243474872,0.12950619924372453,0.085732206385678,0.0,2302.0390897788407,Owner
Flat,5,0.17042444433588708,Terrace,0,7.4852756095722555,0.0,0.14294013398983832,-0.05502294842372418,0.10072057260756334,0.0,0.0,3542.0644230213006,Owner
Flat,5,0.9061354748743315,Terrace,0,7.503646333081631,0.0,0.11380434714963929,-0.04329240253753447,0.09479207202794467,0.0,0.0,3477.7529544413756,Owner
Flat,7,4.388294766959767,Nothing,0,7.432560812945687,0.0,0.14678991518565715,-0.023079425533146798,0.0,0.0,0.0,4329.919992049268,Owner
Flat,7,1.6920087520367457,Garden,0,7.487379629406283,0.0,0.13882133123482904,-0.011579850962844168,0.12755439717539785,0.0,0.0,5318.860371312649,Owner
House,2,0.9122039374339044,Garden,0,7.48199118677542,0.2058377531818104,0.1670934107473807,-0.055414273233660945,0.14349685157647105,0.0,0.0,3460.531155799304,Owner
Flat,6,4.279498868712625,Terrace,1,7.520560182357112,0.0,0.17891625026821825,-0.0374811900518131,0.08188609361092944,0.06491388604641928,0.0,5316.674817407767,Owner
Flat,4,3.563578731535049,Nothing,1,7.487018759770501,0.0,0.1570223786196704,-0.01127649006543252,0.0,0.053751290530967555,0.0,3046.585393716661,Owner
Flat,6,2.562404938110467,Garden,1,7.4875261701864195,0.0,0.161492005011848,-0.04314888266613052,0.12519339395339152,0.09322252278727791,0.0,5612.6117823783225,Owner
House,6,6.270134197964893,Terrace,0,7.499306550864212,0.2037482686914911,0.16944364865571104,-0.056986904900216524,0.13879400947541315,0.0,0.0,4311.244488919775,Owner
Flat,2,5.409251745372857,Nothing,0,7.507100757867736,0.0,0.14866933573921826,-0.0486323421817368,0.0,0.0,0.0,1688.1665580759284,Owner
Flat,5,4.461264299437469,Nothing,0,7.4585645023316545,0.0,0.15062578311157546,-0.05240157550518004,0.0,0.0,0.0,2754.0200594708604,Owner
Flat,3,3.76987891070414,Garden,0,7.472805414912491,0.0,0.1675333104083422,-0.07973179222349022,0.1353547882588303,0.0,0.0,2298.430703406496,Owner
Flat,5,1.454412126625613,Garden,1,7.510417621761587,0.0,0.10321121864343488,-0.05214416875411851,0.15161081007629074,0.10915797931251373,0.0,3812.293288238299,Owner
House,4,7.874844207074685,Nothing,0,7.5038639077610805,0.2066615625954675,0.12074969743573088,-0.06885020990977665,0.0,0.0,0.0,2273.760804357833,Owner
Flat,3,0.6585043871236991,Garden,0,7.49765586740934,0.0,0.17025898285711893,-0.06349162970334225,0.15786005110379384,0.0,0.0,3439.439674393312,Owner
House,3,2.155910688249647,Terrace,0,7.527968012099466,0.189838496641247,0.16010644816192504,-0.08016682881765863,0.10704284040740605,0.0,0.0,3376.0128782135357,Owner
Flat,3,3.161271450589732,Garden,0,7.466195403851604,0.0,0.12639961573276637,-0.07295224116500887,0.17897427721528,0.0,0.0,2380.694254728093,Owner
Flat,2,4.100044755555039,Terrace,0,7.4991630028464,0.0,0.16924612705877123,-0.06582054363593151,0.07065994467474575,0.0,0.0,1969.7077961212124,Owner
Flat,2,1.7269374634760606,Balcony,0,7.48736139774898,0.0,0.16733325470258337,-0.05905894320418136,0.06518654192401066,0.0,0.0,2344.838722228595,Owner
Flat,5,6.69131628384625,Nothing,1,7.503110784755551,0.0,0.17151890383859486,-0.07005959894379563,0.0,0.10388619245312836,0.0,2868.492552783396,Owner
House,3,4.039367580429718,Balcony,1,7.48296186487342,0.19478888466901903,0.1643956199259725,-0.019005218201764245,0.06564044625899465,0.10876914048903234,0.0,3960.405222522626,Owner
Flat,3,6.388469579187604,Garden,0,7.5029809363304745,0.0,0.10566395861940397,-0.030843544616068384,0.16990926463782183,0.0,0.0,2350.8150349078555,Owner
Flat,5,0.20111784540260214,Garden,0,7.549692164932747,0.0,0.15447023228571224,-3.803703425564464e-06,0.13407689693477276,0.0,0.0,4566.578362987344,Owner
Flat,3,3.7262612172780356,Nothing,1,7.510449167341306,0.0,0.12165715265038159,-0.045278884774060335,0.0,0.0918454140503112,0.0,2347.9010403152192,Owner
Flat,6,1.3187836750817072,Nothing,1,7.502847053917788,0.0,0.1474322587741973,-0.020287961751844833,0.0,0.09255295518911945,0.0,4701.958337204866,Owner
House,4,4.359020244940571,Terrace,0,7.530910473392951,0.1816777884545958,0.18925559902008304,-0.040499186892968386,0.08269239664963565,0.0,0.0,4353.708978677383,Owner
Flat,4,5.873484994845091,Garden,1,7.512388703637202,0.0,0.15256372352241582,-0.06296381756225959,0.14082087661541912,0.10227854675538259,0.0,3275.5807047945777,Owner
House,4,3.9622555205600425,Nothing,0,7.542743900107251,0.20991762273442724,0.14864253361077823,-0.0633016805495889,0.0,0.0,0.0,3289.0998262770477,Owner
Flat,3,0.33087360156021106,Garden,0,7.48212102723464,0.0,0.08798954741193585,-0.04268354272898618,0.13521011373978198,0.0,0.0,2694.8809133264717,Owner
Flat,3,5.256252634089749,Nothing,0,7.477827151552225,0.0,0.20340813059385773,-0.06883477821493905,0.0,0.0,0.0,2285.9791824815493,Owner
Flat,6,4.658500821503631,Nothing,1,7.458532881277349,0.0,0.15278966911619163,-0.04650256809435843,0.0,0.09489826602054237,0.0,3819.2794832466875,Owner
Flat,2,2.0977492493937295,Nothing,1,7.480831377736426,0.0,0.15278072839267506,-0.07929358008597914,0.0,0.10221016288559513,0.0,2316.3966673041896,Owner
Flat,4,0.4322947994072465,Nothing,1,7.46106377593544,0.0,0.1488400224924597,-0.02597351884178033,0.0,0.07089325694984562,0.0,3477.128037023985,Owner
Flat,6,1.6966953650820749,Terrace,0,7.530084690322069,0.0,0.18016801700528629,-0.07583007476571113,0.13678256140624193,0.0,0.0,5719.061659666705,Owner
Flat,1,3.3045058800622806,Nothing,0,7.502293541090293,0.0,0.15088057121218465,-0.03771883345825288,0.0,0.0,0.0,2269.203690183558,Owner
Flat,2,12.641891148698184,Terrace,0,7.510756170196996,0.0,0.1482704185900479,-0.03144295331692744,0.10621710569799502,0.0,0.0,1840.7598330769003,Owner
Flat,5,0.4884888074711019,Garden,0,7.503499720921776,0.0,0.14733372769192257,-0.04655187770313346,0.17098134759913658,0.0,0.0,4473.529421231826,Owner
Flat,4,17.20540005753301,Garden,0,7.499816969207286,0.0,0.15576578355774157,-0.03460424760206426,0.1374409729454701,0.0,0.0,2126.9290972878807,Owner
Flat,4,6.4049577715299675,Nothing,1,7.494977260564856,0.0,0.15180430085043983,-0.0010350329863887398,0.0,0.09972706714745198,0.0,3794.6288243880913,Owner
Flat,2,1.4048916271023069,Balcony,0,7.469804481279124,0.0,0.20318047303360942,-0.0663143031157729,0.03120675635382724,0.0,0.0,2654.632494990141,Owner
House,7,3.8110006114598223,Garden,0,7.5305586986171,0.19085388070060272,0.1456328895180424,-0.07615371971089652,0.14454953788091307,0.0,0.0,5279.683201911062,Owner
Flat,5,4.980703635041922,Nothing,0,7.492282574951186,0.0,0.1558351563233539,-0.025090489222294947,0.0,0.0,0.0,3438.5613485351996,Owner
House,6,9.125663548871547,Nothing,1,7.535670132216184,0.1814949862406942,0.10242662764649635,-0.03451205179500976,0.0,0.10236406136148582,0.0,3074.668432410984,Owner
House,2,3.518511898918793,Terrace,1,7.51356884427281,0.22083628516376022,0.18149489315601852,-0.04335847607084809,0.0941713393967272,0.10835667086957786,0.0,3708.2902984213574,Owner
Flat,1,3.5122940556660485,Balcony,1,7.472345781362987,0.0,0.15831712648423488,-0.026366718560294402,0.0705134985670758,0.1104473867107925,0.0,2282.7107091565226,Owner
Flat,5,4.205646880024209,Garden,1,7.491385629478893,0.0,0.06886775134351505,-0.04758458353266491,0.17014191749693242,0.06022806146285179,0.0,2552.56143229928,Owner
Flat,4,1.9895937307952962,Garden,0,7.4911355470031635,0.0,0.1532724731062839,-0.023532667285416274,0.17719173669364258,0.0,0.0,3703.827624985334,Owner
House,5,2.663929072593232,Nothing,1,7.487238502482119,0.18650691070890005,0.16233562692350534,-0.052708373698971474,0.0,0.07341798123886459,0.0,4614.515060950604,Owner
House,3,0.7539967041778906,Balcony,0,7.486589419100913,0.20050786417183308,0.1445044359254502,-0.06924188949645632,0.031950037073343984,0.0,0.0,3381.0229485478635,Owner
Flat,3,1.3349259042690098,Garden,1,7.4967655948136755,0.0,0.14516587917033857,-0.07479576276474796,0.1581184029082579,0.10792159136165243,0.0,3141.9680445764907,Owner
Flat,2,2.795799280399827,Terrace,0,7.485431265506588,0.0,0.11728112338180957,-0.033838288406078436,0.09686835776115334,0.0,0.0,2223.6178975151383,Owner
Flat,5,6.219210385760114,Nothing,0,7.482808039793223,0.0,0.12606839544427598,-0.04103946939193727,0.0,0.0,0.0,2518.9698964882623,Owner
Flat,2,1.966814016001308,Nothing,0,7.499562093728662,0.0,0.1633639481236405,-0.028133669795030677,0.0,0.0,0.0,2132.600542925776,Owner
Flat,3,4.930952320300563,Balcony,0,7.498147387151096,0.0,0.1542413887392422,-0.06408376731521728,0.06920762266043673,0.0,0.0,2179.508595074367,Owner
Flat,4,9.711221781520068,Nothing,1,7.487128302550999,0.0,0.1414924311214064,-0.03134413649873051,0.0,0.08027203904554422,0.0,2470.752857769131,Owner
