property_type,n_rooms,dist_centre_km,outdoor_space,near_underground,intercept,beta_prop,beta_room,beta_dist,beta_outdoor,beta_under,premium,monthly_rent_gbp,listing_type
Flat,1,6.63274216899862,Terrace,1,7.5,0.0,0.15,-0.05,0.1,0.1,0.0,1715.993867774098,Owner
Flat,5,0.12118819004625181,Balcony,1,7.5,0.0,0.15,-0.05,0.05,0.1,0.0,4756.289036291432,Owner
Flat,3,4.395309661438342,Garden,1,7.5,0.0,0.15,-0.05,0.15,0.1,0.0,2889.8090374135318,Owner
Flat,6,14.191441185867115,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,2425.5276102440152,Owner
Flat,6,0.9582805450842118,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,4586.3902852856,Owner
Flat,2,3.1899768612348387,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,2237.87497055082,Owner
House,2,0.47937265009403307,Nothing,1,7.5,0.2,0.15,-0.05,0.0,0.1,0.0,3234.3313624075317,Owner
Flat,3,4.913246705322382,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,2314.127454254497,Owner
Flat,6,3.998449535949602,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,4310.729490532986,Owner
Flat,3,2.615887341856334,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2414.321799810551,Owner
Flat,3,3.684210463478995,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,2568.8273490316947,Owner
Flat,4,11.344526322154412,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,2003.5749787934014,Owner
Flat,3,1.0926106223277317,Garden,1,7.5,0.0,0.15,-0.05,0.15,0.1,0.0,3781.905938634177,Owner
Flat,7,0.11411492965000414,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,5133.892345510143,Owner
House,3,9.890380829046354,Nothing,0,7.5,0.2,0.15,-0.05,0.0,0.0,0.0,2003.388772822042,Owner
House,3,4.303299643822846,Terrace,0,7.5,0.2,0.15,-0.05,0.1,0.0,0.0,3216.2207316730173,Owner
House,3,11.066394298015023,Nothing,1,7.5,0.2,0.15,-0.05,0.0,0.1,0.0,2070.6919434494193,Owner
Flat,6,4.543414021101691,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,3957.122816540534,Owner
Flat,5,8.30789704168021,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,2531.6375915539575,Owner
Flat,9,2.807730177683868,Garden,1,7.5,0.0,0.15,-0.05,0.15,0.1,0.0,7282.315753895848,Owner
Flat,4,6.928671215841588,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2352.9132047816042,Owner
Flat,3,12.2116195243503,Garden,1,7.5,0.0,0.15,-0.05,0.15,0.1,0.0,2051.5324978637764,Owner
Flat,4,4.244597115474032,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,2970.063340347892,Owner
Flat,2,0.9970444905313678,Garden,1,7.5,0.0,0.15,-0.05,0.15,0.1,0.0,2964.2085986563297,Owner
House,5,1.5653249856366385,Terrace,0,7.5,0.2,0.15,-0.05,0.1,0.0,0.0,4706.4000112410295,Owner
Flat,4,1.1072535305364735,Garden,1,7.5,0.0,0.15,-0.05,0.15,0.1,0.0,3717.1451652797214,Owner
Flat,6,1.4175009940727592,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,4416.632204126915,Owner
Flat,3,1.8294106395736867,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2528.7933456534233,Owner
Flat,1,4.049908432038345,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2101.403407326943,Owner
Flat,3,4.433558065018187,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2685.1799125314037,Owner
Flat,4,2.7799845084185435,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,3049.8532900175137,Owner
House,5,4.778027384912371,Nothing,1,7.5,0.2,0.15,-0.05,0.0,0.1,0.0,4135.24902450204,Owner
House,2,0.4254747576855111,Terrace,0,7.5,0.2,0.15,-0.05,0.1,0.0,0.0,3163.6197708206787,Owner
House,1,0.4594155982650752,Terrace,0,7.5,0.2,0.15,-0.05,0.1,0.0,0.0,2678.9578074936594,Owner
House,5,0.9426809002664526,Garden,0,7.5,0.2,0.15,-0.05,0.15,0.0,0.0,5342.50417909435,Owner
Flat,4,3.649859810873943,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,3194.0883370603765,Owner
House,4,1.203958582359604,Nothing,1,7.5,0.2,0.15,-0.05,0.0,0.1,0.0,4386.847228331477,Owner
Flat,2,1.6653808733135569,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2153.3285358512294,Owner
Flat,4,2.5567357668028374,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2854.6444912049446,Owner
Flat,5,8.353007316259138,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2977.7188677752124,Owner
Flat,5,0.06979556282118814,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,4653.093183634583,Owner
Flat,2,5.240244491350255,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2130.3233688461387,Owner
Flat,6,5.526319775775111,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,3883.1465186301707,Owner
House,7,8.013696500504556,Garden,0,7.5,0.2,0.15,-0.05,0.15,0.0,0.0,4647.098969093448,Owner
Flat,1,13.496909824771476,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,1170.6848255689622,Owner
Flat,5,0.10171689702263215,Balcony,0,7.5,0.0,0.15,-0.05,0.05,0.0,0.0,4169.454313961138,Owner
Flat,3,0.8349014240557615,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2910.4614754623535,Owner
Flat,3,10.865302700153755,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,1641.1202369025739,Owner
House,4,3.0672324616451734,Nothing,1,7.5,0.2,0.15,-0.05,0.0,0.1,0.0,4011.076835621548,Owner
Flat,2,4.157343152448335,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,2231.0210812590703,Owner
House,1,5.4387653755107825,Garden,0,7.5,0.2,0.15,-0.05,0.15,0.0,0.0,2199.105011221116,Owner
House,4,5.6826083401094865,Nothing,0,7.5,0.2,0.15,-0.05,0.0,0.0,0.0,3083.866245462045,Owner
Flat,4,13.422186220273499,Garden,1,7.5,0.0,0.15,-0.05,0.15,0.1,0.0,2335.0591864775733,Owner
Flat,2,28.96211347018033,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,632.7674800299545,Owner
House,3,6.36764097232243,Balcony,0,7.5,0.2,0.15,-0.05,0.05,0.0,0.0,2863.643758010965,Owner
Flat,5,1.6929207902268364,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,3085.1843927047703,Owner
Flat,3,10.59101173847779,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2021.3978141690038,Owner
House,2,0.2523677026024477,Garden,0,7.5,0.2,0.15,-0.05,0.15,0.0,0.0,3434.8686605640173,Owner
Flat,1,1.313847276415242,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,1937.8943357663757,Owner
Flat,2,11.383890749635237,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,1612.2620974899467,Owner
Flat,4,1.4798584458301167,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2770.0721117865014,Owner
House,2,1.246481998352206,Nothing,0,7.5,0.2,0.15,-0.05,0.0,0.0,0.0,2770.2484981760745,Owner
Flat,3,0.7432268527692112,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2781.3571915033576,Owner
Flat,2,9.798941551541256,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,1609.932649765973,Owner
Flat,6,3.466318528654564,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,3643.7569688781705,Owner
Flat,2,5.618007723221529,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2056.323448876831,Owner
Flat,6,1.3660457880636798,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,4050.5577165813042,Owner
Flat,2,7.094922978741559,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,1980.3402590867754,Owner
Flat,1,7.135697299578956,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,1494.6579901220994,Owner
House,2,1.8741802064597282,Garden,1,7.5,0.2,0.15,-0.05,0.15,0.1,0.0,3394.130785878911,Owner
Flat,4,2.6439520851583853,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,3273.0114322704344,Owner
Flat,4,1.1766517823414586,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,3121.351276081279,Owner
Flat,6,18.766774861734074,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,1826.3843135275263,Owner
House,3,5.186681659435815,Terrace,0,7.5,0.2,0.15,-0.05,0.1,0.0,0.0,2851.393959641929,Owner
Flat,1,13.631876477177027,Garden,1,7.5,0.0,0.15,-0.05,0.15,0.1,0.0,1342.1432678641456,Owner
House,4,1.8076158425404136,Balcony,1,7.5,0.2,0.15,-0.05,0.05,0.1,0.0,4188.147538408992,Owner
Flat,4,7.613799711270445,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,2312.615159917432,Owner
Flat,2,7.25915130024136,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,1723.0451644076263,Owner
Flat,5,5.882690535499076,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,3193.645192049227,Owner
Flat,5,16.854161794382893,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,1915.143020409538,Owner
Flat,4,2.500708965940357,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,3175.547047893463,Owner
Flat,3,0.7004345865100579,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,2819.2036588450374,Owner
Flat,3,5.5692722002376644,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2101.7048419366793,Owner
Flat,4,6.533901436091264,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,2581.611776334342,Owner
Flat,4,4.279043230004657,Balcony,0,7.5,0.0,0.15,-0.05,0.05,0.0,0.0,2686.3373772949863,Owner
House,3,1.1585122037602504,Terrace,0,7.5,0.2,0.15,-0.05,0.1,0.0,0.0,3583.1948736469762,Owner
Flat,4,3.51049506125729,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,3276.980800372282,Owner
Flat,3,1.8712112949002624,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,3136.1422172032626,Owner
House,4,2.7884203958921567,Balcony,1,7.5,0.2,0.15,-0.05,0.05,0.1,0.0,4102.319690401457,Owner
Flat,3,5.181266928682797,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,2449.9286314694045,Owner
Flat,4,6.8366710840610665,Balcony,0,7.5,0.0,0.15,-0.05,0.05,0.0,0.0,2451.4725161849447,Owner
Flat,3,1.3212907745905906,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2411.4823020579834,Owner
Flat,1,2.59870423808171,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,2035.9933151165644,Owner
House,7,1.5678143550541637,Nothing,0,7.5,0.2,0.15,-0.05,0.0,0.0,0.0,5852.480062786184,Owner
House,2,1.107172649255106,Garden,0,7.5,0.2,0.15,-0.05,0.15,0.0,0.0,3706.3523325150604,Owner
Flat,2,7.648219716832733,Balcony,0,7.5,0.0,0.15,-0.05,0.05,0.0,0.0,1733.626898221264,Owner
House,3,11.998382485218567,Garden,0,7.5,0.2,0.15,-0.05,0.15,0.0,0.0,2242.077662484495,Owner
House,2,2.3120203811650066,Nothing,1,7.5,0.2,0.15,-0.05,0.0,0.1,0.0,2929.723686034675,Owner
Flat,4,6.95711594296932,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2549.6472645848903,Owner
House,4,11.364902787360888,Terrace,0,7.5,0.2,0.15,-0.05,0.1,0.0,0.0,2667.49738100123,Owner
Flat,6,9.35804781949586,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2891.9730391112116,Owner
House,3,1.0094389980158063,Nothing,0,7.5,0.2,0.15,-0.05,0.0,0.0,0.0,3425.7635064743977,Owner
House,3,15.651107082044257,Terrace,1,7.5,0.2,0.15,-0.05,0.1,0.1,0.0,1848.2144191657835,Owner
Flat,3,2.363447688789533,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,2986.828290941647,Owner
Flat,4,2.071827959610007,Garden,1,7.5,0.0,0.15,-0.05,0.15,0.1,0.0,3555.731362334709,Owner
Flat,8,0.3223263645829332,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,6722.574944984472,Owner
Flat,1,3.329349595318489,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,1984.3671010989526,Owner
House,5,0.5771306646551917,Garden,0,7.5,0.2,0.15,-0.05,0.15,0.0,0.0,5022.166285156223,Owner
House,3,1.4286852989288443,Terrace,0,7.5,0.2,0.15,-0.05,0.1,0.0,0.0,3464.2479581529205,Owner
Flat,3,1.9058820690720644,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,2863.1808319393126,Owner
Flat,8,8.272864815043215,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,3870.670305349031,Owner
Flat,6,10.416792028767937,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2840.1928307687813,Owner
Flat,3,1.8010223803736893,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,2873.761361807553,Owner
Flat,1,9.78428346581652,Garden,1,7.5,0.0,0.15,-0.05,0.15,0.1,0.0,1568.1794523645037,Owner
Flat,3,9.732634503980556,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2073.6132507087527,Owner
House,4,7.233427746598924,Nothing,0,7.5,0.2,0.15,-0.05,0.0,0.0,0.0,2676.74665385041,Owner
Flat,3,0.7931918373443041,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2944.9205811884117,Owner
Flat,5,5.861124828976646,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2745.67189349079,Owner
Flat,4,14.504298636628972,Garden,1,7.5,0.0,0.15,-0.05,0.15,0.1,0.0,2015.6197440109588,Owner
Flat,3,5.737024804786159,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2216.810257335577,Owner
House,7,2.0144684534963284,Terrace,1,7.5,0.2,0.15,-0.05,0.1,0.1,0.0,6553.361227462292,Owner
House,1,3.47153243578947,Balcony,0,7.5,0.2,0.15,-0.05,0.05,0.0,0.0,2293.412988332774,Owner
Flat,2,5.18840976818378,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,2221.497171874504,Owner
Flat,5,3.5725733270672215,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,3432.3387939395293,Owner
Flat,3,0.6388994881696098,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2771.895658917327,Owner
Flat,3,1.8702976676938576,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,2891.3513192189284,Owner
Flat,4,8.107452027894016,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2653.722213198139,Owner
Flat,4,9.881467017064018,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2195.311246930535,Owner
Flat,2,0.7384415541095352,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2558.189579129613,Owner
Flat,3,15.22322122757454,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,1579.6143546638348,Owner
Flat,2,1.993609110129775,Terrace,1,7.5,0.0,0.15,-0.05,0.1,0.1,0.0,2738.5086918249162,Owner
House,4,5.428190178299471,Nothing,0,7.5,0.2,0.15,-0.05,0.0,0.0,0.0,3106.0749483540376,Owner
Flat,3,6.9681086231326255,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2365.9075734945536,Owner
Flat,6,8.355136855348373,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,3288.6812290072617,Owner
Flat,3,14.570733988268428,Terrace,1,7.5,0.0,0.15,-0.05,0.1,0.1,0.0,1691.0010763997088,Owner
House,4,1.8765194369952112,Nothing,1,7.5,0.2,0.15,-0.05,0.0,0.1,0.0,4108.559057827345,Owner
Flat,4,9.77750589072291,Balcony,0,7.5,0.0,0.15,-0.05,0.05,0.0,0.0,2049.6147641829425,Owner
Flat,2,0.7060145951758322,Balcony,1,7.5,0.0,0.15,-0.05,0.05,0.1,0.0,3004.865225253986,Owner
House,4,6.104592989313401,Terrace,0,7.5,0.2,0.15,-0.05,0.1,0.0,0.0,3355.855456812744,Owner
Flat,4,6.773546890363093,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2570.247509940139,Owner
Flat,1,5.661723016105115,Garden,1,7.5,0.0,0.15,-0.05,0.15,0.1,0.0,2100.1027049327554,Owner
Flat,4,1.4538657989522825,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,3224.6272028770377,Owner
Flat,5,10.3195399526277,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2376.483688952204,Owner
Flat,5,0.924775888878609,Terrace,1,7.5,0.0,0.15,-0.05,0.1,0.1,0.0,4730.049679547674,Owner
Flat,3,0.2756336447784561,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2684.323988423067,Owner
Flat,4,6.319764045182417,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,2785.494247230406,Owner
House,2,3.226317757110416,Garden,0,7.5,0.2,0.15,-0.05,0.15,0.0,0.0,3008.8798887178527,Owner
Flat,2,9.455623958741025,Balcony,0,7.5,0.0,0.15,-0.05,0.05,0.0,0.0,1666.2349014602603,Owner
Flat,2,2.4176506345891866,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2762.681699957378,Owner
Flat,1,0.9212886809469957,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2302.3051983740647,Owner
Flat,2,9.052943941290195,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,1494.677875503508,Owner
Flat,5,3.980437931239487,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,3000.4044701830753,Owner
Flat,3,1.0486433748166777,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2583.182169696168,Owner
Flat,7,6.371690202989127,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,3742.691950584408,Owner
Flat,4,3.5781260303149063,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,3255.6632496695747,Owner
Flat,3,4.635658697094391,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2649.302310108255,Owner
Flat,4,3.089255569982458,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2942.151466270911,Owner
Flat,4,8.82195659983044,Terrace,1,7.5,0.0,0.15,-0.05,0.1,0.1,0.0,2590.3603197252055,Owner
Flat,4,8.846939419221181,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,2515.7587650979913,Owner
House,4,6.1788453136855495,Nothing,1,7.5,0.2,0.15,-0.05,0.0,0.1,0.0,3222.2169410733886,Owner
Flat,3,0.5569006383157988,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,3159.482181102718,Owner
Flat,3,9.127218178311617,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,2048.621605612855,Owner
Flat,2,5.558684917512196,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2057.4196433396883,Owner
House,2,5.9705111622159865,Nothing,0,7.5,0.2,0.15,-0.05,0.0,0.0,0.0,2096.3013668222325,Owner
House,4,2.2547934281565505,Nothing,0,7.5,0.2,0.15,-0.05,0.0,0.0,0.0,3682.6355222407774,Owner
Flat,5,10.571388939487411,Garden,1,7.5,0.0,0.15,-0.05,0.15,0.1,0.0,2864.810299189701,Owner
Flat,5,6.461681843451471,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2871.5749822407565,Owner
House,7,0.5972434847280181,Balcony,0,7.5,0.2,0.15,-0.05,0.05,0.0,0.0,6593.237008626045,Owner
Flat,1,2.619368862448958,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,1836.0836134618717,Owner
Flat,2,10.874494587831098,Garden,1,7.5,0.0,0.15,-0.05,0.15,0.1,0.0,1743.9982215326638,Owner
Flat,6,0.24173399626215963,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,4501.522441852342,Owner
Flat,6,16.274668279520355,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2239.3498079822907,Owner
House,3,5.684103637505,Nothing,0,7.5,0.2,0.15,-0.05,0.0,0.0,0.0,2720.619138513239,Owner
House,2,4.989890319927591,Garden,0,7.5,0.2,0.15,-0.05,0.15,0.0,0.0,2727.6894410077684,Owner
Flat,1,1.5773857161300109,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2119.3056178380784,Owner
Flat,3,1.430362101447174,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,2942.8710787837845,Owner
Flat,4,14.241582784253396,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,1821.0831306315072,Owner
Flat,2,1.7710503086784237,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2483.0790283140454,Owner
House,4,7.46951582740636,Garden,0,7.5,0.2,0.15,-0.05,0.15,0.0,0.0,3242.8584708488493,Owner
House,2,2.4971358204079723,Nothing,0,7.5,0.2,0.15,-0.05,0.0,0.0,0.0,2638.731649508572,Owner
House,3,0.7497795306042176,Terrace,0,7.5,0.2,0.15,-0.05,0.1,0.0,0.0,3482.0013518871897,Owner
Flat,2,0.053865599617956866,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2477.9728061991423,Owner
Flat,4,3.929134821623789,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,3234.3474961219927,Owner
Flat,2,18.60263881034444,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,1016.3983434680899,Owner
House,2,2.303326388933802,Garden,1,7.5,0.2,0.15,-0.05,0.15,0.1,0.0,3595.8072148463953,Owner
Flat,1,2.2095485961504995,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2039.8653949519817,Owner
Flat,5,2.108670805737301,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,3286.818017170605,Owner
Flat,4,3.675514058943361,Terrace,1,7.5,0.0,0.15,-0.05,0.1,0.1,0.0,3435.700315903944,Owner
Flat,3,2.90503246235686,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2516.0303346071764,Owner
Flat,5,10.597761726074085,Balcony,1,7.5,0.0,0.15,-0.05,0.05,0.1,0.0,2686.150207813562,Owner
Flat,1,3.5212508737789183,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,2360.3708626015377,Owner
Flat,3,3.543922423881031,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,2700.921808661928,Owner
Flat,3,0.7446559281230722,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,3195.6490304509257,Owner
Flat,3,20.296684976046613,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,1252.4611811342415,Owner
Flat,6,1.4382296379839348,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,4967.430983227257,Owner
Flat,4,0.38097263919445445,Balcony,1,7.5,0.0,0.15,-0.05,0.05,0.1,0.0,3696.6707852434242,Owner
Flat,2,5.44053208021805,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,2134.35944954382,Owner
Flat,4,4.523866194801905,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2937.063141286865,Owner
Flat,7,2.6819622196771107,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,4465.162820839204,Owner
Flat,3,2.742570250984601,Garden,1,7.5,0.0,0.15,-0.05,0.15,0.1,0.0,3098.2828264868726,Owner
House,2,7.6870730112586125,Nothing,1,7.5,0.2,0.15,-0.05,0.0,0.1,0.0,2252.3740142694846,Owner
Flat,7,1.0889933042426638,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,6382.296490887256,Owner
Flat,1,8.58103373389464,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,1245.8646348465918,Owner
